author,published,title,text,language,site_url,main_img_url,type,title_without_stopwords,text_without_stopwords,hasImage,label
Hrafnkell Haraldsson,2016-10-29T23:17:00.600+03:00,when trump attacked the khans he didnt know what a gold star family was,"le terrorisme régional vise à protéger les intérêts disraël wed oct   am iran le ministre iranien de la défense le général hossein dehqan tasnim iran terrorisme 
selon le ministre iranien de la défense le général de brigade hossein dehqan lobjectif de la création et de la propagation du terrorisme et de lextrémisme dans la région est de protéger le régime israélien 
le général hossein dehqan ministre iranien de la défense a indiqué lors dune réunion du comité stratégique de défense de ce ministère que la création et lextension du terrorisme et de lextrémisme visaient à protéger les intérêts du régime israélien à maintenir linstabilité dans la région et à y prolonger la présence des forces doccupation arrogantes 
les étatsunis et leurs alliés régionaux et internationaux scandent des slogans humanitaires dun côté mais de lautre ils donnent le feu vert aux groupes terroristes tels que fatah alcham exfront alnosra les autorisant ainsi à enfermer les civils dans les zones de combat et à les utiliser comme boucliers humains pour endiguer les opérations antiterroristes de larmée syrienne ce qui assure la survie des terroristes a dit le ministre iranien de la défense 
pourtant lune des priorités et des principales préoccupations des commandants du front de la résistance est de sauver le peuple et de préparer leur évacuation hors des régions non sécurisées cest avec ce même souci quils ont sauvé dores et déjà la vie de milliers de gens sans défense poursuitil 
dans tout lieu où une opération antiterroriste se dirigeait vers la victoire les étatsunis et leurs alliés ont recouru à des projets mensongers de cessezlefeu et procédéà des démarches prétendument pacifistes dans le but en fait de sauver les terroristes alors quau moment où les terroristes commettaient crimes et massacres ils navaient fait quobserver le silence a regretté le général dehqan 
dès le début de la formation des groupes terroristes takfiristes la rii avait mis en garde contre les maux inimaginables que causeraient ces derniers en menaçant la sécurité de la région voire du monde entier lordre de larrogance poursuit toutefois tous ses soutiens à ces groupes extrémistes atil rappelé 
le ministre iranien de la défense a exigé alors que lon mette fin à la crise régionale ce qui nest possible selon le responsable iranien quavec la fin du soutien des étatsunis et de leurs alliés au terrorisme le rejet du projet de démembrement des pays de la région la reconnaissance des gouvernements légaux et laide à la lutte contre le terrorisme loading",english,politicususa.com,http://15130-presscdn-0-89.pagely.netdna-cdn.com/wp-content/uploads/2016/10/elephant-broken.jpg,bias,concert plus campaign clinton turns celebrities homestretch,yemens hudaydah suffering dire humanitarian situation sat nov critical humanitarian situation continues yemens southern city alhudaydah mohammed alattabpress tv hudaydah yemeni officials warned dire humanitarian crisis hudaydah due saudi arabias blockade port city say saudi aggression left people little access proper medical care well basic commodities press tvs mohammed alattab reports hudaydah loading,1,Real
Rmuse,2016-10-30T02:03:36.590+02:00,koch brothers helped incite the impending bloodbath among republicans,"military an american soldier talks with saudi troops file photo by the us army 
a us congressman has warned that american troops could be prosecuted for providing military support to the saudi war on yemen 
ted lieu made the warning in a letter to us secretary of state john kerry and defense secretary ashton carter saying the us governments denial of target selection for saudi airstrikes in yemen does not excuse washington from legal responsibilities 
i find it deeply troubling that the us apparently has no advanced knowledge of what targets will be struck by jets that are refueled by us personnel with us tankers lieu said in his letter 
the us would appear to be violating loac laws of armed conflict and international standards by engaging in such direct military operations if us personnel are not aware if targets are civilian or military if the loss of life and property are disproportional or if the operation is even militarily necessary he noted a yemeni boy walks past a mural depicting a us drone and reading why did you kill my family photo by afp 
pointing to the month involvement of the us in saudi war on the yemeni people the democratic congressman stressed that washington had knowledge of a bombardment campaign hitting civilian targets including schools and hospitals multiple times 
us personnel are now at legal risk of being investigated and potentially prosecuted for committing war crimes under international law a person can be found guilty of aiding and abetting war crimes under us law a person can be found guilty for conspiring to commit war crimes lieu wrote 
the pentagon has been providing logistic and surveillance support to saudi arabia in its military aggression against yemen the kingdoms impoverished southern neighbor which has killed more than  yemenis since its onset in march  
the unprovoked war started by a coalition of saudiallies in an attempt to undermine the houthi ansarullah movement and reinstate former yemeni president abd rabbuh mansur hadi a staunch ally of the riyadh regime 
washington has on several occasions criticized the saudi regime for its crimes against humanity in yemen but has shown no sign of ending its support for riyadh us representative ted lieu of california addresses delegates on the fourth and final day of the democratic national convention at wells fargo center on july   in philadelphia pennsylvania photo by afp 
in august the us state department approved the sale of more than  abrams tanks  armored recovery vehicles and other equipment worth about  billion to saudi arabia 
saudiled bombardments have struck hospitals markets and other places where civilians gather 
in september amnesty international reported that a us manufactured bomb had been used in a saudi strike against a doctors without borders hospital in yemens northwestern province of hajjah which claimed the lives of  people 
in october more than  people lost their lives and over  others sustained injuries after saudi military aircraft struck a hall in the yemeni capital of sanaa where rows of people were attending a funeral yemeni rescue workers pull out a victim from amid the rubble following a saudi airstrike against a packed funeral site in the capital sanaa on october   photo by afp 
un humanitarian coordinator for yemen jamie mcgoldrick said last month that the death toll from the saudi military aggression could rise even further as some areas had no medical facilities and that people were often buried without any official record being made loading",english,politicususa.com,http://15130-presscdn-0-89.pagely.netdna-cdn.com/wp-content/uploads/2016/10/2016-10-29T202043Z_2_LYNXNPEC9S0IM_RTROPTP_3_USA-ELECTION-CLINTON.jpg,bias,clinton campaign urges fbi detail new developments email case,interviews fbi probe inevitable metastasizing links connections clinton foundation specifically grievously saudi arabia qatar says american analyst scott bennett ongoing federal investigation clinton foundation expected clinton familys ties us enemies says scott bennett former us army psychological warfare officer fbi probing possible paytoplay schemes family foundation year likely press charges fox news reported wednesday citing informed officials bennett told press tv friday probe inevitable metastasizing links connections clinton foundation specifically grievously saudi arabia qatar many countries blacklisted washington revealed friday clinton foundation took million gift qatar hillary clintons tenure us secretary state without informing state department hillary decided inform department transaction despite signing ethics agreement regards foundation became secretary state according foundations website qatar far given clintons total million million years aside qatar saudi arabia also one clinton foundations biggest donors became known kingdom given million million terrorist entities labeled enemies united states appearing clinton foundation donors bennett said serious crime treason corruption bribery officials said analyst bennett argued leaks investigations concerning clinton family coming personnel american government enough stepped released emails hacked computers cases provided wikileaks added whistleblowing website wikileaks released thousands hillarys campaign chairman top aide john podestas emails since last month exposing wellkept secrets surrounding clinton family hillary clintons bid white house bennett predicted case would probably lead indictments people would arrested early weekend loading,1,Real
Reuters,2016-10-30T02:03:36.703+02:00,concert plus campaign clinton turns to celebrities in homestretch,"yemens hudaydah suffering from dire humanitarian situation sat nov   am critical humanitarian situation continues in yemens southern city of alhudaydah 
mohammed alattabpress tv hudaydah 
yemeni officials have warned of a dire humanitarian crisis in hudaydah due to saudi arabias blockade on the port city they say the saudi aggression has left people with little access to proper medical care as well as basic commodities press tvs mohammed alattab reports from hudaydah loading",english,politicususa.com,http://15130-presscdn-0-89.pagely.netdna-cdn.com/wp-content/uploads/2016/10/2016-10-29T180605Z_2_LYNXNPEC9S0FM_RTROPTP_3_USA-ELECTION-CLINTON.jpg,bias,hillary clinton enjoys solid lead early voting reutersipsos poll,uk royals bahrain amid crackdown wed nov persian gulf britains prince charles speaks bahrains crown prince salman bin hamad bin isa al khalifa upon arriving bahraini capital manama november photo ap britains prince charles wife camilla arrived bahrain threenation tour persian gulf states amid strong criticism londons continued arms sales repressive regime manama plane carrying british royals touched sakhir air base central bahrain tuesday last leg tour already taken oman united arab emirates received bahrains crown prince salman bin hamad bin isa al khalifah taken nearby palace meet countrys king hamad bin isa al khalifah since united kingdom sold million dollars worth arms bahrain year saw eruption peaceful antiregime protests island london fire international rights organizations selling military equipment manama involved harsh deadly crackdown opposition activists reported late last month uk open massive permanent military base bahrain deploy warships persian gulf bahraini protester shouts slogans clashes regime forces village sitra south manama february photo afp military base first facility opened britain years persian gulf region launched next month britains express newspaper reported britain station around military forces royal navy facility deploy warships patrol surrounding waters guard oil gas shipments waters britain kicked project defense secretary michael fallon described permanent expansion royal navys footprint persian gulf project bypassed parliament according data released uk trade investment september uk government become worlds second biggest arms dealer bulk weapons fueling deadly conflicts middle east loading,1,Real
Reuters,2016-10-30T02:03:36.775+02:00,clinton campaign urges fbi to detail new developments in email case,"interviews the fbi probe was inevitable because of the metastasizing of the links and the connections that the clinton foundation had most specifically and grievously to saudi arabia to qatar says american analyst scott bennett 
the ongoing federal investigation into the clinton foundation was expected because of the clinton familys ties with us enemies says scott bennett a former us army psychological warfare officer 
the fbi has been probing possible paytoplay schemes at the family foundation for over a year now and is likely to press charges against it fox news reported wednesday citing informed officials 
bennett told press tv on friday that the probe was inevitable because of the metastasizing of the links and the connections that the clinton foundation had most specifically and grievously to saudi arabia to qatar and many other countries blacklisted by washington 
it was revealed on friday that the clinton foundation took a  million gift from qatar during hillary clintons tenure as the us secretary of state without her informing the state department 
hillary decided to not inform the department of the transaction despite signing an ethics agreement with regards to the foundation when she became secretary of state 
according to the foundations website qatar has so far given the clintons a total of between  million and  million over the years 
aside from qatar saudi arabia has also been one of the clinton foundations biggest donors it became known in  that the kingdom had given them between  million and  million 
so those terrorist entities which have been labeled as the enemies of the united states have been appearing as clinton foundation donors bennett said 
that is a serious crime it is treason it is corruption it is bribery of officials said the analyst 
bennett argued that all the leaks and investigations concerning the clinton family were coming from those personnel in the american government who have had enough 
they have stepped up they have released emails they have hacked into their own computers and in some cases they have provided it to wikileaks he added 
whistleblowing website wikileaks has released thousands of hillarys campaign chairman and top aide john podestas emails since last month exposing some of the wellkept secrets surrounding the clinton family and hillary clintons bid for the white house 
bennett predicted that the case would most probably lead to indictments and some people would be arrested as early as this weekend loading",english,politicususa.com,http://15130-presscdn-0-89.pagely.netdna-cdn.com/wp-content/uploads/2016/10/2016-10-29T155520Z_2_LYNXNPEC9S0C9_RTROPTP_4_USA-ELECTION-POLL.jpg,bias,david fahrenthold strikes exposing donald trumps false philanthropy,politics us actor robert de niro photo afp hollywood actor robert de niro criticized americans putting idiot like donald trump position might become us president says respects presidentelect united states november presidential election de niro enlisted along several actors speak nonpartisan video encouraging americans vote yearold actor defied script delivered scathing rebuke trump hes blatantly stupid hes punk hes dog hes pig mutt doesnt homework doesnt care hes idiot colin powell said best hes national disaster hes embarrassment country raging bull actor said makes angry country gotten point fool bozo wound stated talks wants punch people face well id like punch face de niro said republican presidential nominee declared th presidentelect wednesday de niro clarified would longer like punch trump man elected highest seat political office veteran actor however told jimmy kimmel latenight show abc news feeling good trumps victory caused protests student walkouts across country protesters wednesday slammed trumps divisive campaign rhetoric immigrants refugees muslims ethnic minorities de niro said respect trump new position means punching still going punch donald trump face kimmel asked actor could get arrested think cant hes president replied de niro respect position although know see hes gonna hes really gonna follow certain things see lot cities lot people getting upset protesting many renowned figures including heads states highranking officials publicly denounced trump even used abusive language runup november presidential election several softened stance even sent messages congratulations presidentelect loading,1,Real
Reuters,2016-10-30T02:03:36.786+02:00,hillary clinton enjoys solid lead in early voting reutersipsos poll,"uk royals in bahrain amid crackdown wed nov   am persian gulf britains prince charles speaks to bahrains crown prince salman bin hamad bin isa al khalifa upon arriving in the bahraini capital manama on november   photo by ap 
britains prince charles and his wife camilla have arrived in bahrain on a threenation tour of the persian gulf states amid strong criticism of londons continued arms sales to the repressive regime in manama 
the plane carrying the british royals touched down at sakhir air base in central bahrain on tuesday on the last leg of the tour which had already taken them to oman and the united arab emirates 
they were received by bahrains crown prince salman bin hamad bin isa al khalifah and then taken to a nearby palace to meet with the countrys king hamad bin isa al khalifah 
since  the united kingdom has sold  million dollars worth of arms to bahrain the year saw the eruption of peaceful antiregime protests on the island 
london has been under fire by international rights organizations for selling military equipment to manama which is involved in a harsh and deadly crackdown on opposition activists 
it was reported late last month that the uk will open a massive permanent military base in bahrain and deploy warships to the persian gulf a bahraini protester shouts slogans during clashes with regime forces in the village of sitra south of manama on february   photo by afp 
the military base which is the first such facility being opened by britain in  years in the persian gulf region will be launched next month britains express newspaper reported 
britain will station around  military forces at the royal navy facility and will deploy its warships to patrol the surrounding waters and guard oil and gas shipments in the waters 
when britain kicked off the project in  defense secretary michael fallon described it as a permanent expansion of the royal navys footprint in the persian gulf the project has bypassed the parliament 
according to data released by the uk trade and investment in september the uk government has become the worlds second biggest arms dealer with bulk of its weapons fueling deadly conflicts in the middle east loading",english,politicususa.com,http://15130-presscdn-0-89.pagely.netdna-cdn.com/wp-content/uploads/2016/10/trump-pout.jpg,bias,yes religious right warns witchcraft could decide election,persian gulf photo shows antiregime protesters taking part demonstration village musalla bahrain november bahrainis taken streets several villages towns support senior shia cleric sheikh isa qassim friday mass protest held near imam sadiq mosque village diraz hometown cleric demonstrators condemned manamas continued ban holding friday prayers village june bahraini authorities stripped yearold cleric citizenship less week suspending alwefaq national islamic society countrys main opposition bloc dissolving islamic enlightenment institution founded qassim opposition alrisala islamic association people villages shakhoura abu saiba also demonstrated solidarity sheikh qassem political detainees despite tightened security measures similar antiregime demonstrations held villages maameer karbabad shahrakan sehla aljanoubia musalla well town aali island nabih saleh protesters also condemned al khalifah regime persecution shia community thousands antiregime protesters held numerous demonstrations bahrain almost daily basis ever since popular uprising began country february protesters demand al khalifah dynasty relinquish power scores people lost lives hundreds others sustained injuries got arrested result regimes crackdown loading,1,Real
Hrafnkell Haraldsson,2016-10-30T02:03:36.811+02:00,david fahrenthold strikes exposing donald trumps false philanthropy,"politics us actor robert de niro photo by afp 
hollywood actor robert de niro who had criticized americans for putting an idiot like donald trump in a position where he might become the us president now says he respects him because he is the presidentelect of the united states 
before the november  presidential election de niro had been enlisted along with several other actors to speak in a nonpartisan video encouraging americans to vote in but the yearold actor defied script and delivered a scathing rebuke of trump 
hes so blatantly stupid hes a punk hes a dog hes a pig  a mutt who  doesnt do his homework doesnt care hes an idiot colin powell said it best hes a national disaster hes an embarrassment to this country the raging bull actor said 
it makes me so angry that this country has gotten to this point that this fool this bozo has wound up where he has he stated 
he talks how he wants to punch people in the face well id like to punch him in the face de niro said 
but after the republican presidential nominee was declared the th presidentelect on wednesday de niro clarified that he would no longer like to punch trump because the man was elected to the highest seat in political office 
the veteran actor however told jimmy kimmel on his latenight show on abc news that he is not feeling good after trumps victory which caused protests and student walkouts across the country 
protesters on wednesday slammed trumps divisive campaign rhetoric against immigrants refugees muslims and ethnic minorities 
de niro said he has to respect trump because of his new position  which means no punching 
are you still going to punch donald trump in the face kimmel asked the actor because you could now get arrested for that i think 
i cant do that now hes the president replied de niro and i have to respect that position although we all know what he we have to see what hes gonna do and how hes really gonna follow through on certain things as we can see now in a lot of cities a lot of people are getting very upset and protesting 
many renowned figures including some heads of states and other highranking officials had publicly denounced trump  some even used abusive language against him  in the runup to the november  presidential election but several of them have now softened their stance and some even sent messages of congratulations to the presidentelect loading",english,politicususa.com,http://15130-presscdn-0-89.pagely.netdna-cdn.com/wp-content/uploads/2016/09/trump-anointing.jpg,bias,early voting strong democrats clinton could lock nevada week,politics us senator bernie sanders former us democratic presidential candidate bernie sanders threatened presidentelect donald trump warning camp trumps worst nightmare goes minorities america donald trump takes peoples anger turns muslims hispanics african americans women worst nightmare vermont senator wrote twitter page thursday yearold senator earlier issued statement new york businessmans victory us election november promising work certain issues also oppose pursue divisive discriminatory policies degree mr trump serious pursuing policies improve lives working families country progressives prepared work sanders said degree pursues racist sexist xenophobic antienvironment policies vigorously oppose added primaries sanders ran close race clinton promised continue fight way democratic national convention june partys nominee going named towards end race however sanders changed tone bowed favor clinton also appeared next dnc supported party opponent democratic campaigns july sanders formally endorsed clinton facing mounting pressure major democratic figures including outgoing us president barack obama us republican presidentelect donald trump delivers acceptance speech election night event new york hilton midtown early morning hours november new york city photo afp tuesday trump stunned world defeating heavily favored clinton presidential election sending united states new uncertain path trump rode wave anger toward elite us establishment win white house race clinton longtime washington insider new york businessman garnered electoral votes us election rival former secretary state received votes despite winning popular vote thousands people since rallied cities across us protest trumps presidential election victory condemning controversial campaign rhetoric muslims immigrants women groups trump said victory speech would president americans time us come together one united people said real estate moguls election campaign marred disparaging remarks minorities us comments include call ban muslims coming america well stopping mexican migrants building long wall along usmexico border also sought database track muslims across united states said us would absolutely choice close mosques trumps proposal widely condemned muslim human rights groups well democratic rivals many republican proponents describe proposal divisive counterproductive contrary american values loading,1,Real
Hrafnkell Haraldsson,2016-10-30T07:41:00.000+02:00,yes the religious right warns witchcraft could decide this election,"persian gulf this photo shows antiregime protesters taking part in a demonstration in the village of musalla bahrain on november   
bahrainis have taken to the streets in several villages and towns in support of senior shia cleric sheikh isa qassim 
on friday a mass protest was held near imam sadiq mosque in the village of diraz the hometown of the cleric 
the demonstrators condemned manamas continued ban on holding friday prayers in the village 
on june  bahraini authorities stripped the yearold cleric of his citizenship less than a week after suspending the alwefaq national islamic society the countrys main opposition bloc and dissolving the islamic enlightenment institution founded by qassim and the opposition alrisala islamic association 
people in the villages of shakhoura and abu saiba also demonstrated in solidarity with sheikh qassem and the political detainees despite tightened security measures 
similar antiregime demonstrations were held in the villages of maameer karbabad shahrakan sehla aljanoubia and musalla as well as the town of aali and the island of nabih saleh 
the protesters also condemned the al khalifah regime for its persecution of the shia community 
thousands of antiregime protesters have held numerous demonstrations in bahrain on an almost daily basis ever since a popular uprising began in the country on february   the protesters demand that the al khalifah dynasty relinquish power 
scores of people have lost their lives and hundreds of others sustained injuries or got arrested as a result of the regimes crackdown loading",english,politicususa.com,http://15130-presscdn-0-89.pagely.netdna-cdn.com/wp-content/uploads/2016/07/2016-07-23T193820Z_1_LYNXNPEC6M0N1_RTROPTP_4_USA-ELECTION-CLINTON.jpg,bias,hillary clinton maintains swing state leads comey email letter flops,pakistan people gather outside emergency ward local hospital karachi hearing news bomb blast shah noorani shrine lasbella district balochistan province pakistan november photo ap least people including women children killed others injured huge bomb explosion pakistans balochistan province blast hit shah noorani shrine lasbela district saturday evening balochistans home minister sarfaraz bugti said shrine located kilometers north port city karachi staff members local hospital karachi wait casualties bomb blast shah noorani shrine balochistan province pakistan november photo ap injured added would taken hospitals lasbela khuzdar civil hospital karachi medical centers available area pakistani prime minister nawaz sharif denounced bomb attack calling authorities speed rescue operation reports say people shrine bomb went every day around sunset dhamaal sufi ritual dance large numbers people come said nawaz ali shrines custodian daesh terror group claimed responsibility deadly attack pakistani security officials saying terrorist attack response killing jundullah chief pakistani police took place early hours friday morning october daesh also claimed responsibility killing least people attack terrorists police college baluchistans provincial capital quetta one deadliest attacks pakistans security forces recent years august daesh claimed responsibility another attack gathering mourners hospital quetta people killed attack also claimed pakistani taliban faction jamaatulahrar pakistans restive mineralrich balochistan province rife separatist extremist sectarian violence scene several bomb gun attacks past years loading,1,Real
Jason Easley,2016-10-30T18:24:32.083+02:00,early voting is so strong for democrats that clinton could lock up nevada this week,"politics us senator bernie sanders 
former us democratic presidential candidate bernie sanders has threatened presidentelect donald trump warning that his camp will be trumps worst nightmare if he goes after minorities in america 
if donald trump takes peoples anger and turns it against muslims hispanics african americans and women we will be his worst nightmare the vermont senator wrote on his twitter page on thursday 
the yearold senator had earlier issued a statement after the new york businessmans victory in the us election on november  promising to work with him on certain issues but also to oppose him should he pursue divisive and discriminatory policies 
to the degree that mr trump is serious about pursuing policies that improve the lives of working families in this country i and other progressives are prepared to work with him sanders said 
to the degree that he pursues racist sexist xenophobic and antienvironment policies we will vigorously oppose him he added 
during the primaries sanders ran a close race with clinton and promised to continue the fight all the way until the democratic national convention in june where the partys nominee was going to be named 
towards the end of the race however sanders changed his tone and bowed out in favor of clinton he also appeared next to her during the dnc and supported his party opponent in the democratic campaigns 
on july   sanders formally endorsed clinton after facing mounting pressure from major democratic figures including outgoing us president barack obama himself us republican presidentelect donald trump delivers his acceptance speech during his election night event at the new york hilton midtown in the early morning hours of november   in new york city photo by afp 
on tuesday trump stunned the world by defeating heavily favored clinton in the presidential election sending the united states on a new uncertain path 
trump rode a wave of anger toward the elite us establishment to win the white house race against clinton a longtime washington insider 
the new york businessman garnered  electoral votes in the  us election while his rival and the former secretary of state received  votes despite winning the popular vote 
thousands of people since then have rallied in cities across the us to protest against trumps presidential election victory condemning his controversial campaign rhetoric against muslims immigrants women and other groups 
this is while trump said in his victory speech he would be president for all americans it is time for us to come together as one united people he said 
the real estate moguls election campaign had been marred by his disparaging remarks against minorities in the us his comments include a call to ban all muslims from coming to america as well as stopping mexican migrants by building a long wall along the usmexico border 
he has also sought for a database to track muslims across the united states and said that the us would have absolutely no choice but to close down mosques 
trumps proposal was widely condemned by muslim and human rights groups as well as his democratic rivals and many of his republican proponents who describe the proposal as divisive counterproductive and contrary to american values loading",english,politicususa.com,http://15130-presscdn-0-89.pagely.netdna-cdn.com/wp-content/uploads/2016/09/clinton-trump-fact-check.jpg,bias,email pandemonium perpetuation rape culture,politics fbi director james comey afp file photo hillary clintons top advisers blame fbi director james comey democrats bruising loss presidentelect donald trump navin nayak head clinton campaigns opinion research division sent email senior staffers thursday outlining early signals candidate lost november presidential election politico reported friday believe lost election last week said nayaks email published politico comeys letter last days election helped depress turnout also drove away critical support among collegeeducated white voters particularly suburbs also think comeys nd letter intended absolve sec clinton actually helped bolster trumps turnout continued letter also highlighted several challenges clinton team faced throughout campaign including desire change two terms democratic president reluctance americans vote female candidate hillary clinton makes concession speech defeated donald trump new york november photo afp despite challenges nayak said clinton course win last week everything changed momentum began shift favor trump voters decided last week broke trump larger margin numbers even exaggerated key battleground states said fbi director angered democrats late october announcing letter congress agency uncovered new emails connected clinton email investigation week later comey notified congress clinton would face charges newly discovered messages nayak said comeys letters encouraged trump supporters depressed turnout clinton election day question week election day sec clinton poised historic win end less k votes tens millions cast election day made difference race wrote end nayak concluded late breaking developments race proved one hurdle many us overcome clinton leading trump throughout campaign polls except last week election lost ground trump,1,Real
Jason Easley,2016-10-30T18:24:32.286+02:00,hillary clinton maintains swing state leads as comey email letter flops,"pakistan people gather outside an emergency ward of a local hospital in karachi after hearing the news of a bomb blast at shah noorani shrine lasbella district balochistan province pakistan november   photo by ap 
at least  people including women and children have been killed and over  others injured in a huge bomb explosion in pakistans balochistan province 
the blast hit shah noorani shrine in lasbela district on saturday evening balochistans home minister sarfaraz bugti said 
the shrine is located about  kilometers north of the port city of karachi staff members of a local hospital in karachi wait for casualties of a bomb blast at shah noorani shrine in balochistan province pakistan november   photo by ap 
the injured he added would be taken to hospitals in lasbela khuzdar or civil hospital in karachi as there are no medical centers available in the area 
pakistani prime minister nawaz sharif denounced the bomb attack calling on authorities to speed up the rescue operation 
reports say some  people were in the shrine when the bomb went off 
every day around sunset there is a dhamaal a sufi ritual dance here and there are large numbers of people who come for this said nawaz ali the shrines custodian 
the daesh terror group has claimed responsibility for the deadly attack 
pakistani security officials are saying the terrorist attack was in response to the killing of jundullah chief by pakistani police which took place in the early hours of friday morning 
on october  daesh also claimed responsibility for the killing of at least  people in an attack by its terrorists on a police college in baluchistans provincial capital quetta it was one of the deadliest attacks on pakistans security forces in recent years 
in august daesh claimed responsibility for another attack on a gathering of mourners at a hospital in quetta where  people were killed the attack was also claimed by pakistani taliban faction jamaatulahrar 
pakistans restive and mineralrich balochistan province is rife with separatist extremist and sectarian violence and has been the scene of several bomb and gun attacks over the past years loading",english,politicususa.com,http://15130-presscdn-0-89.pagely.netdna-cdn.com/wp-content/uploads/2016/10/hillary-clinton-pence.jpg,bias,comeys october surprise blows face democrats drop hammer fbi boss,us admits afghan strike likely caused civilian deaths sat nov pm military photograph taken september afghan pilot stands next line usmade md helicopters kabul photo afp commander us forces afghanistan promised investigation recent death afghan civilians including women children airstrike general john nicholson said saturday airstrike village buz kandahari outside northern city kunduz thursday would probed three taliban leaders supposed targeted raid forces met significant enemy fire multiple locations called help us aircraft left civilians including children dead initial investigation determined efforts near kunduz november defend afghan national defense security forces likely resulted civilian casualties nicholson said statement work afghan partners investigate determine facts work government afghanistan provide assistance targets highranking elements takfiri group supposed hit houses according afghan defense ministry spokesman dawlat waziri werent ordinary people gathered leading fighting kunduz commanders military commission waziri said taliban militants removed power following usled invasion afghanistan stepped activities recent months attempting overrun several provinces afghan forces engaged fierce clashes taliban contain ongoing insurgency across various parts violencewrecked country rising violence afghanistan comes despite presence thousands foreign troops country loading,1,Real
Robert Franek,2016-10-30T18:24:32.363+02:00,email pandemonium and the perpetuation of rape culture,"politics fbi director james comey afp file photo 
hillary clintons top advisers blame fbi director james comey for the democrats bruising loss to presidentelect donald trump 
navin nayak the head of the clinton campaigns opinion research division sent an email to senior staffers thursday outlining early signals as to why the candidate lost the november  presidential election politico reported on friday 
we believe that we lost this election in the last week said nayaks email which was published by politico  comeys letter in the last  days of the election both helped depress our turnout and also drove away some of our critical support among collegeeducated white voters  particularly in the suburbs 
we also think comeys nd letter which was intended to absolve sec clinton actually helped to bolster trumps turnout he continued 
the letter also highlighted several other challenges the clinton team faced throughout the campaign including a desire for change after two terms by a democratic president and the reluctance of some americans to vote for a female candidate hillary clinton makes a concession speech after being defeated by donald trump in new york on november   photo by afp 
despite those challenges nayak said clinton was on course to win until the last week when everything changed and the momentum began to shift in favor of trump 
voters who decided in the last week broke for trump by a larger margin  these numbers were even more exaggerated in the key battleground states he said 
the fbi director angered democrats late in october by announcing in a letter to congress that the agency had uncovered new emails connected to the clinton email investigation 
just over a week later comey notified congress that clinton would not face charges over the newly discovered messages 
nayak said comeys letters encouraged trump supporters and depressed the turnout for clinton on election day 
there is no question that a week from election day sec clinton was poised for a historic win in the end less than k votes out of tens of millions cast on election day made the difference in this race he wrote 
in the end nayak concluded late breaking developments in the race proved one hurdle too many for us to overcome 
clinton had been leading trump throughout the campaign in most of the polls except for the last week of the election when she lost ground to trump",english,politicususa.com,http://15130-presscdn-0-89.pagely.netdna-cdn.com/wp-content/uploads/2016/07/2016-07-07T163623Z_1_LYNXNPEC6616G_RTROPTP_4_USA-ELECTION-CLINTON-COMEY.jpg,bias,george w bushs ethics lawyer files complaint fbi director james comey,syria october photo provided norwegian armed forces shows plane taking russian aircraft carrier admiral kuznetsov r helicopters escorting nuclearpowered battle cruiser pyotr veliky l southwest city trondheim international waters way mediterranean fleet russian warships entered eastern mediterranean coast syria amid speculations moscow damascus launch massive operation terrorists northern syrian city aleppo commander russian aircraft carrier admiral kuznetsov told stateowned russia television network saturday military vessels positioned designated zone eastern mediterranean jointly carrying tasks maneuvering west syrian coast captain st rank sergei artamonov added fighter jets already started taking carriers deck survey conflict zone flights carried deck working coordination shore port flights going practically every day last four days highranking russian naval commander pointed remarks came day russias interfax news agency reported russian mig sukhoi warplanes routinely fly kuznetsov aircraft carrier syrian airspace determine combat missions meanwhile commander pyotr veliky nuclearpowered battle cruiser captain st rank vladislav malakhovsky said saturday foreign aircraft dared come closer kilometers away russian fleet file photo shows russian frigate admiral grigorovich way mediterranean photo reuters november russian frigate admiral grigorovich passed bosphorus strait northwestern turkey arrived syrian coast grigorovich reportedly capable launching landattack kalibr cruise missiles equivalent us tomahawk ones equipped latest high precision guidance systems russia bombing daesh jabhat fateh alsham formerly known alnusra front terror groups syria since september official request president bashar alassad backed russias aerial campaign syrian troops retaken several militantheld areas arab country syria gripped foreignbacked militancy since march united nations special envoy syria staffan de mistura estimates people killed conflict loading,1,Real
